text,simplified_text
Qishloq xoʻjaligida bilim va innovatsiyalar milliy markazining Tuproqshunoslik va agrokimyo ilmiy-tadqiqot instituti Tuproqshunoslik va agrokimyoviy tadqiqotlar instituti (keyingi oʻrinlarda — Institut) deb qayta nomlangan holda Qishloq xoʻjaligi vazirligi tasarrufiga oʻtkazilsin. 6.,Qishloq xoʻjaligida bilim va innovatsiyalar milliy markazi Tuproqshunoslik va agrokimyo ilmiy-tadqiqot instituti deb nomlangan holda Qishloq xoʻjaligi vazirligi tasarrufiga oʻtkazilsin. 6
"Bunda: yerlar degradatsiyasi jarayonlarining oldini olish va unga qarshi kurashish, salbiy oqibatlarini bartaraf etish tadbirlari va ularning texnik-iqtisodiy asoslari kelishish uchun Qishloq xoʻjaligi vazirligiga taqdim etiladi; Qishloq xoʻjaligi vazirligi mazkur tadbirlar amalga oshirilishi ustidan monitoring yuritadi hamda natijasi boʻyicha hisobotlarni qabul qiladi. 8.","Bunda: Yerlar degradatsiyasini oldini olish va unga qarshi kurashish, salbiy oqibatlarini bartaraf etish tadbirlari va ularning texnik-iqtisodiy asoslari Qishloq xoʻjaligi vazirligiga taqdim etiladi; Qishloq xoʻjaligi vazirligi buni amalga oshirish ustidan monitoring yuritadi hamda natijasi boʻyicha hisobotlarni qabul qiladi. 8"
"Innovatsion rivojlanish vazirligi yerlar degradatsiyasiga qarshi kurashish, uning salbiy taʼsirini kamaytirish va oqibatlarini yumshatish hamda tuproqlarni muhofaza qilishga qaratilgan ilmiy loyihalarni shakllantirish orqali ilmiy ishlanmalarni moliyalashtirsin. 2022 — 2025-yillar davomida yerlar degradatsiyasi va unga qarshi kurashish boʻyicha oʻtkaziladigan ilmiy-tadqiqot ishlarining asosiy yoʻnalishlari 4-ilovaga muvofiq tasdiqlansin. 9.","Innovatsion rivojlanish vazirligi ilmiy loyihalarni shakllantirib, yerlar degradatsiyasiga qarashni kamaytirishga, oqibatlarini yumshatish va tuproqlarni muhofaza qilish uchun ilmiy ishlanmalarni moliyalashtiradi. 2022-2025-yillar davomida yer degradatsiyasi boʻyicha oʻtkaziladigan ilmiy-tadqiqot ishlarining asosiy yoʻnalishlari 4-ilovaga muvofiq tasdiqlansin."
"MIRZIYOYEV Toshkent sh., 2022-yil 10-iyun, PQ-277-son Oʻzbekiston Respublikasi Prezidentining 2022-yil 10-iyundagi PQ-277-son qaroriga 1-ILOVA Yerlar degradatsiyasi jarayonlari bilan kurashish va ularning oldini olish hamda tuproqlarni muhofaza qilish boʻyicha HARAKATLAR REJASI T/r Tadbirlar nomi Amalga oshirish mexanizmi Bajarish muddati Masʼul ijrochilar Tashkiliy-iqtisodiy va normativ-huquqiy tadbirlarni amalga oshirish sohasida 1.","MIRZIYOYEV Toshkent sh., 2022-yil 10-iyun, PQ-277-son Oʻzbekiston Respublikasi Prezidentining 2022-yil 10-iyundagi PQ-277-son qaroriga 1-ILOVA Yerlar degradatsiyasi jarayonlari bilan kurashish va ularning oldini olish hamda tuproqlarni muhofaza qilish boʻyicha HARAKATLAR REJASI T/r Tadbirlar nomi Amalga oshirish mexanizmi Bajarish muddati Masʼul ijrochilar Tashkiliy-iqtisodiy va normativ-huquqiy tadbirlarni amalga oshirish sohasida 1."
"Oblomuradov) , Qishloq xoʻjaligi vazirligi (J. Xodjayev) 11. Yaylovlardan oqilona foydalanishning ilmiy asoslarini ishlab chiqish, mahalliy navlarni yaratish, yaylov ekinlari urugʻchiligining ilmiy asoslarini va choʻlda intensiv ozuqa ishlab chiqarishning adaptiv tizimini ishlab chiqish.","Oblomuradov, Qishloq xo'jaligi vazirligi (J. Xodjayev) 11. Yaylovdan oqilona foydalanishning ilmiy asoslarini topish, mahalliy navlunchi yaratish, yaylov ekinlari urug'chiligining ilmiy asoslarini va cho'lda intensiv ozuqa ishlab chiqarishning adaptiv tizimini ishlab chiqish."
"Tuproqshunoslik va agrokimyoviy tadqiqotlar instituti tuproq monitoringi; majmuaviy tuproq va agrokimyoviy tadqiqotlarni oʻtkazish; tuproq sifati (bonitirovkasi)ni baholash; tuproq shoʻrlanishi va ekologik holati (Soil Quality Index) xaritalarini, agrokimyoviy kartografiyalarni yaratish; tuproq degradatsiyasiga qarshi kurashish va uning oldini olish boʻyicha ilmiy asoslangan tavsiyalar ishlab chiqish.","Tuproq monitoringi, majmuaviy tuproq va agrokimyoviy tadqiqotlarni bajarish; tuproq sifati baholash; shoʻrlanish va ekologik holat xaritalari yaratish; degradatsiyaga qarshi kurash boʻyicha ilmiy tavsiyalar ishlab chiqish."
"Oʻzbekiston Respublikasi Prezidentining 2022-yil 10-iyundagi PQ-277-son qaroriga 3.1-ILOVA 2022 — 2025-yillarda tuproqlardagi gumus miqdorini oshirishning PROGNOZ KOʻRSATKICHLARI T/r Hududlar Tuproqdagi gumus miqdori 1 foizgacha boʻlgan maydon, ming ga shundan, tuproqdagi gumus miqdori 1 foizgacha boʻlgan maydonlar kamayishi: 2022-yil 2023-yil 2024-yil 2025-yil 1.","Oʻzbekiston Respublikasi Prezidentining 2022-yil 10-iyundagi PQ-277-son qaroriga 3.1-ILOVA 2022—2025-yillarda tuproqlardagi gumus miqdorini oshirishning PROGNOZ KOʻRSATKICHLARI T/r

Hududlarda tuproqdagi gumus miqdori 1 foizgacha bo'lgan maydon, ming ga shundan, tuproqdagi gumus miqdori 1 foizgacha bo'lgan maydonlar kamayishi:

2022-yil: 1
2023-yil: 1
2024-yil: 1
2025-yil: 1"
"Ўзбекистон Республикаси Вазирлар Маҳкамасининг қарори ЎЗБЕКИСТОН РЕСПУБЛИКАСИ ҲУКУМАТИНИНГ АЙРИМ ҚАРОРЛАРИГА ЎЗГАРТИРИШЛАР КИРИТИШ ТЎҒРИСИДА «Ўзбекистон Республикасининг Фуқаролик, Уй-жой кодексларига ўзгартириш ва қўшимчалар киритиш ҳамда «Давлат уй-жой сиёсатининг асослари тўғрисида»ги Ўзбекистон Республикаси Қонунини ўз кучини йўқотган деб топиш ҳақида»ги Ўзбекистон Республикаси Қонунига мувофиқ Вазирлар Маҳкамаси қарор қилади: 1.","Ўзбекистон Республикаси Вазирлар Маҳкамасининг қарори ЎЗБЕКИСТОН РЕСПУБЛИКАСИ ҲУКУМАТИНИНГ АЙРИМ ҚАРОРЛАРИГА ЎЗГАРТИРИШЛАР КИРИТИШ ТЎҒРИСИДА «Ўзбекистон Республикасининг Фуқаролик, Уй-жой кодексларига ўзгартириш ва қўшимчалар киритиш ҳамда «Давлат уй-жой сиёсатининг асослари тўғрисида»ги Ўзбекистон Республикаси Қонунини ўз кучини йўқотган деб топиш ҳақида»ги Ўзбекистон Республикаси Қонунига мувофиқ Вазирлар Маҳкамаси қарор қилади:"
Ўзбекистон Республикаси Ҳукуматининг иловага мувофиқ айрим қарорларига ўзгартиришлар киритилсин. 2. «Ўзкоммунхизмат» агентлиги манфаатдор вазирликлар ва идоралар билан биргаликда икки ой муддатда давлат уй-жой фондини сақлаш қоидалари лойиҳасини ишлаб чиқсин ва Ўзбекистон Республикаси Вазирлар Маҳкамасига киритсин. 3.,Ўзбекистон Республикаси Ҳукуматининг иловага мувофиқ айрим қарорларига ўзгартиришлар киритилди. 2. «Ўзкоммунхизмат» агентлиги манфаатдор вазирликлар ва идоралар билан биргаликда икки ой муддатда фондини сақлаш қоидалари ишлаб чиқсин ва Вазирлар Маҳкамасига киритсин. 3
"Ханов зиммасига юклансин. Ўзбекистон Республикасининг Бош вазири Ш. МИРЗИЁЕВ Тошкент ш., 2007 йил 1 март, 43-сон Вазирлар Маҳкамасининг 2007 йил 1 мартдаги 43-сон қарорига ИЛОВА Ўзбекистон Республикаси Ҳукуматининг айрим қарорларига киритилаётган ўзгартиришлар 1.",
Хусусий уй-жой мулкдорларини бирлаштирувчи ҳамда уларнинг манфаатларини ифодалаш ҳуқуқини олган ширкатлар ташкил этилганда ширкат хусусий уй-жой мулкдорларининг розилиги ва уларнинг топшириғига кўра кўп квартирали уй (уйлар)даги биноларни бошқаришни ўз зиммасига олади». в) 1.2-банднинг тўртинчи хатбоши ва 1.3-банд чиқариб ташлансин; г) 1.4-банд 1.3-банд деб ҳисоблансин ва қуйидаги таҳрирда баён қилинсин: «1.3.,
"Нотариусларнинг реестрини Ўзбекистон Республикаси Адлия вазирлиги юритади ( 1-модданинг иккинчи қисми Ўзбекистон Республикасининг 2021 йил 21 апрелдаги ЎРҚ-683-сонли Қонуни таҳририда — Қонунчилик маълумотлари миллий базаси, 21.04.2021 й., 03/21/683/0375-сон) Бошқа давлатларнинг ҳудудида нотариал ҳаракатларни Ўзбекистон Республикаси консуллари амалга оширади.","Нотариус манзилин реестрини юритади (ЎРҚ-683-сонли Қонунчилик маълумотлари миллий базаси, 21.04.2021 й., 03/21/683/0375-сон). Бошқа давлатларда нотариал ҳаракатларни консуллар амалга оширади."
"Ўзбекистон Республикасида нотариус Йигирма беш ёшдан кичик ва олтмиш беш ёшдан катта бўлмаган, олий юридик маълумотга, юридик мутахассислик бўйича камида уч йиллик иш стажига эга бўлган, шу жумладан нотариал идорада камида бир йил стажировка ўтаган, малака имтиҳонини топширган Ўзбекистон Республикаси фуқароси нотариус бўлиши мумкин.","Ўзбекистон Республикасига камида уч йил иш стажига эга, олий юридик маълумотга камида бир йил стажировка ўтган, малака имтиҳонини топширган Ўзбекистон Республикаси фуқароси нотариус бўлиши мумкин."
Судьялик лавозимида камида беш йил ишлаган ёки нотариус ёрдамчиси ёхуд адлия органларининг нотариал фаолиятга раҳбарлик қилиш ва ушбу фаолиятни назорат қилиш билан боғлиқ лавозимларида камида уч йил ишлаган шахслар учун стажировкадан ўтиш талаб қилинмайди.,
"Давлат нотариал идоралари нотариусларига махсус унвонлар — мансаб даражалари берилади. (2-модданинг матни Ўзбекистон Республикасининг 2020 йил 14 январдаги ЎРҚ-602-сонли Қонуни таҳририда — Қонун ҳужжатлари маълумотлари миллий базаси, 15.01.2020 й., 03/20/602/0052-сон) 2 1 -модда.","Давлат нотариал идоралари нотариусларига мансаб даражалари берилади (Ўзбекистон Республикасининг 2020 йил 14 январдаги Қонун ҳужжатлари маълумотлари миллий базаси, 15.01.2020 й., 03/20/602/0052-сон)."
"Нотариус стажёрининг фаолиятини ташкил этиш тартиби Ўзбекистон Республикаси Адлия вазирлиги томонидан Нотариал палата билан биргаликда белгиланади. (2 2 -модданинг матни Ўзбекистон Республикасининг 2020 йил 14 январдаги ЎРҚ-602-сонли Қонуни таҳририда — Қонун ҳужжатлари маълумотлари миллий базаси, 15.01.2020 й., 03/20/602/0052-сон) 3-модда.","Нотариус стажёрининг фаолиятини ташкил этиш тартиби Юзбекистон Республикаси Адлия вазирлиги томонидан Нотариал палата билан биргаликда белгиланади. (2-модданинг матни Ўзбекистон Республикасининг 2020 йил 14 январдаги ЎРҚ-602-сонли Қонуни таҳририда — Қонун ҳужжатлари маълумотлари миллий базаси, 15.01.2020 й., 03/20/602/0052-сон) 3-модда."
"Малака комиссиялари Қорақалпоғистон Республикаси Адлия вазирлиги, адлия бошқармалари ҳузуридаги малака комиссиялари (бундан буён матнда малака комиссиялари деб юритилади) хусусий нотариал фаолият билан шуғулланиш ҳуқуқини берувчи лицензияни (бундан буён матнда лицензия деб юритилади) тўхтатиб туриш ва тугатиш билан боғлиқ ишларни кўриб чиқиш мақсадида ташкил этилади.",Малака комиссиялари Қорақалпоғистон Республикаси Адлия вазирлиги ва адлия бошқармаларидаги малака комиссиялари лицензияни тўхтатиш ва тугатиш билан ва лицензияни кўриб чиқиш учун ташкил этилади.
"Малака комиссиялари Қорақалпоғистон Республикаси Адлия вазирлиги, адлия бошқармаларининг қарорлари билан Нотариал палатанинг тегишли ҳудудий бошқармаси вакиллари, нотариуслар ҳамда адлия органларининг ходимлари орасидан беш нафардан тўққиз нафар кишигача бўлган таркибда тоқ миқдорда тузилади.",
"Нотариуснинг мустақиллиги ва бетарафлиги Нотариус ўз фаолиятида мустақил ва бетараф бўлиб, уни амалга оширишда нотариат тўғрисидаги қонунчиликка амал қилади. ( 5-модданинг матни Ўзбекистон Республикасининг 2021 йил 21 апрелдаги ЎРҚ-683-сонли Қонуни таҳририда — Қонунчилик маълумотлари миллий базаси, 21.04.2021 й., 03/21/683/0375-сон) 6-модда.",
"Нотариал ҳаракатларнинг махфийлиги Нотариуснинг, нотариал ҳаракатларни амалга оширувчи бошқа мансабдор шахсларнинг, шунингдек амалга оширилаётган нотариал ҳаракатлар тўғрисида ўз хизмат вазифаларини бажариши муносабати билан хабардор бўлиб қолган шахсларнинг ўзларига маълум бўлган маълумотларни ошкор қилиши, шу жумладан меҳнат шартномаси бекор қилинганидан кейин ҳам ошкор қилиши тақиқланади.",
"LexUZ шарҳи Қаранг: Ўзбекистон Республикаси Адлия вазирлиги ва Ташқи ишлар вазирлигининг 2011 йил 31 январдаги 21, 1-сон қарори билан тасдиқланган «Ўзбекистон Республикаси консуллик муассасаларининг консуллари томонидан нотариал ҳаракатларни амалга ошириш тартиби тўғрисидаги Йўриқнома»нинг 5-банди .","LexUZ шарҳи Қаранг: Ўзбекистон Республикаси Адлия вазирлиги ва Ташқи ишлар вазирлигининг 2011 йил 31 январда 21, 1-сон қарори билан тасдиқланган «Ўзбекистон Республикаси консуллик муассасаларининг консуллари томонидан нотариал ҳаракатларни амалга ошириш тартиби тўғрисидаги Йўриқнома»нинг 5-банди."
"Маълумотномаларни (маълумотларни) тақдим этиш ахборот-коммуникация технологияларини қўллаган ҳолда амалга оширилиши мумкин. (6-модда Ўзбекистон Республикасининг 2018 йил 11 октябрдаги ЎРҚ-497-сонли Қонуни таҳририда — Қонун ҳужжатлари маълумотлари миллий базаси, 12.10.2018 й., 03/18/497/2044-сон — 2019 йил 1 январдан кучга киради) 7-модда.","Маълумотномаларни тақдим этиш ахборот-коммуникация технологияларини қўллаган ҳолда амалга оширилиши мумкин. (Ўзбекистон Республикасы 2018 йил 11 октябрдаги ЎРҚ-497-сонли Қонуни таҳририда — Қонун ҳужжатлари маълумотлари миллий базаси, 12.10.2018 й., 03/18/497/2044-сон — 2019 йил 1 январдан кучга киради)"
